TA Active,,TA Passive,
X,Y,X,Y
37.37463126843657,9.894736842105246,37.37463126843657,0.0701754385964648
39.365781710914455,3.719298245614027,38.333333333333336,0.0701754385964648
38.4070796460177,14.666666666666643,39.365781710914455,0.0701754385964648
41.79941002949853,2.035087719298218,40.39823008849558,0.3508771929824377
41.09882005899705,17.754385964912274,41.4306784660767,-0.21052631578947967
41.4306784660767,14.666666666666643,42.905604719764014,0.0701754385964648
41.4306784660767,15.789473684210506,43.42182890855457,0.3508771929824377
40.39823008849558,17.754385964912274,44.38053097345133,0.3508771929824377
40.39823008849558,21.68421052631578,45.19174041297936,0.3508771929824377
39.21828908554572,24.491228070175424,45.41297935103245,0.0701754385964648
42.905604719764014,23.929824561403493,46.445427728613566,0.3508771929824377
43.42182890855457,23.649122807017534,46.66666666666667,0.3508771929824377
43.86430678466077,22.245614035087712,47.10914454277286,0.3508771929824377
41.4306784660767,27.01754385964911,47.40412979351032,0.0701754385964648
41.356932153392336,31.78947368421052,47.62536873156342,0.3508771929824377
42.094395280235986,32.07017543859649,48.141592920353986,0.6315789473684106
40.39823008849558,36.84210526315789,48.87905604719764,0.3508771929824377
43.42182890855457,35.157894736842096,49.6165191740413,0.6315789473684106
43.42182890855457,34.87719298245614,50.28023598820059,0.3508771929824377
42.53687315634218,42.17543859649122,50.64896755162242,0.3508771929824377
45.41297935103245,53.68421052631578,51.53392330383481,0.3508771929824377
45.19174041297936,53.96491228070174,51.681415929203546,0.0701754385964648
45.56047197640118,46.66666666666666,51.97640117994101,0.3508771929824377
45.56047197640118,46.105263157894726,52.197640117994105,-0.21052631578947967
46.66666666666667,44.701754385964904,52.6401179941003,0.0701754385964648
45.56047197640118,43.57894736842104,52.78761061946903,0.6315789473684106
44.38053097345133,45.543859649122794,53.525073746312685,0.0701754385964648
43.42182890855457,45.263157894736835,53.525073746312685,0.912280701754355
42.83185840707965,46.385964912280684,53.59882005899705,1.192982456140328
42.83185840707965,48.35087719298245,53.82005899705015,0.6315789473684106
43.126843657817105,50.315789473684205,54.11504424778761,1.4736842105263008
43.42182890855457,53.96491228070174,54.63126843657817,0.6315789473684106
43.71681415929204,57.052631578947356,55.36873156342183,0.6315789473684106
44.38053097345133,60.701754385964904,55.737463126843664,1.7543859649122453
46.445427728613566,62.66666666666666,56.10619469026549,0.0701754385964648
47.40412979351032,62.94736842105263,56.17994100294985,0.912280701754355
48.95280235988201,62.94736842105263,56.40117994100295,-0.21052631578947967
47.69911504424779,66.87719298245612,56.47492625368732,0.6315789473684106
45.707964601769916,67.71929824561403,56.76991150442478,2.035087719298218
45.92920353982301,70.80701754385964,57.28613569321534,2.877192982456137
46.445427728613566,71.64912280701753,57.50737463126844,0.6315789473684106
47.40412979351032,71.64912280701753,57.8023598820059,3.1578947368421098
46.445427728613566,73.61403508771929,57.94985250737463,1.192982456140328
46.66666666666667,75.57894736842104,58.2448377581121,2.596491228070164
49.469026548672566,76.14035087719299,58.392330383480825,4.280701754385973
50.575221238938056,74.45614035087718,58.53982300884956,2.877192982456137
50.79646017699115,78.10526315789474,58.90855457227139,2.596491228070164
50.72271386430678,78.10526315789474,58.90855457227139,4.84210526315789
51.16519174041298,78.38596491228068,59.35103244837759,4.84210526315789
50.94395280235988,80.07017543859648,59.35103244837759,5.964912280701753
49.76401179941003,81.75438596491227,59.42477876106195,2.877192982456137
48.95280235988201,82.03508771929823,59.42477876106195,2.3157894736842195
48.95280235988201,81.19298245614034,59.86725663716815,4.84210526315789
47.10914454277286,80.63157894736841,59.793510324483776,5.964912280701753
47.62536873156342,81.75438596491227,60.530973451327434,8.771929824561397
47.40412979351032,81.4736842105263,60.97345132743363,7.649122807017534
48.21533923303835,83.15789473684211,61.34218289085546,4.280701754385973
48.87905604719764,85.12280701754386,61.415929203539825,11.298245614035068
49.76401179941003,84.84210526315789,61.34218289085546,14.947368421052616
49.6165191740413,86.52631578947367,62.07964601769912,10.456140350877178
50.64896755162242,85.12280701754386,62.07964601769912,7.649122807017534
50.64896755162242,84.84210526315789,62.227138643067846,6.526315789473671
50.28023598820059,87.36842105263156,62.44837758112095,7.649122807017534
50.72271386430678,87.0877192982456,62.227138643067846,8.771929824561397
50.72271386430678,90.45614035087718,62.817109144542776,9.614035087719287
51.46017699115045,89.61403508771929,62.96460176991151,7.368421052631575
51.75516224188791,91.01754385964912,63.333333333333336,6.526315789473671
53.525073746312685,83.15789473684211,62.37463126843658,17.192982456140356
53.525073746312685,78.66666666666666,63.25958702064897,15.789473684210506
52.6401179941003,89.05263157894737,63.333333333333336,19.157894736842096
53.230088495575224,88.49122807017542,63.6283185840708,19.719298245614027
53.59882005899705,92.42105263157893,63.6283185840708,21.96491228070174
53.89380530973452,92.14035087719299,63.333333333333336,23.087719298245602
54.336283185840706,94.38596491228068,63.407079646017706,25.052631578947356
54.11504424778761,93.82456140350877,63.11209439528024,25.614035087719287
53.525073746312685,94.66666666666666,63.6283185840708,25.052631578947356
53.59882005899705,96.35087719298245,63.6283185840708,26.17543859649122
53.82005899705015,96.63157894736841,63.70206489675517,28.70175438596489
54.63126843657817,99.71929824561403,63.99705014749263,29.54385964912278
55.737463126843664,96.0701754385965,64.51327433628319,25.894736842105246
56.10619469026549,96.0701754385965,65.54572271386431,28.70175438596489
56.47492625368732,99.43859649122805,65.84070796460176,27.57894736842104
56.76991150442478,99.71929824561403,65.69321533923303,31.50877192982456
57.28613569321534,98.03508771929823,64.95575221238938,33.473684210526315
57.50737463126844,99.71929824561403,66.50442477876106,33.19298245614034
57.064896755162245,99.71929824561403,66.50442477876106,34.03508771929825
57.8023598820059,99.15789473684211,64.73451327433628,39.649122807017534
58.90855457227139,98.87719298245614,64.80825958702064,45.82456140350875
58.53982300884956,96.0701754385965,65.7669616519174,44.701754385964904
57.8023598820059,91.01754385964912,66.35693215339234,55.649122807017534
58.392330383480825,90.73684210526315,65.61946902654867,58.17543859649122
59.35103244837759,98.03508771929823,65.02949852507375,57.052631578947356
60.530973451327434,99.71929824561403,67.46312684365782,59.01754385964911
59.64601769911505,95.78947368421052,68.34808259587021,57.33333333333333
59.793510324483776,96.63157894736841,68.86430678466077,59.859649122807
59.94100294985251,95.50877192982455,67.38938053097345,61.26315789473682
60.604719764011804,93.26315789473684,70.04424778761063,61.54385964912281
61.34218289085546,94.66666666666666,66.8731563421829,68.84210526315789
62.37463126843658,96.35087719298245,67.75811209439529,69.12280701754385
61.34218289085546,91.85964912280701,68.86430678466077,69.12280701754385
62.227138643067846,89.33333333333333,70.04424778761063,71.64912280701753
61.415929203539825,87.64912280701753,71.29793510324484,72.21052631578947
61.26843657817109,84.28070175438596,68.20058997050148,73.33333333333331
59.35103244837759,91.01754385964912,68.7905604719764,74.17543859649122
63.70206489675517,89.61403508771929,68.5693215339233,74.73684210526315
64.51327433628319,87.0877192982456,67.02064896755164,77.26315789473684
63.77581120943953,86.80701754385964,69.45427728613569,84.28070175438596
63.70206489675517,85.68421052631578,69.01179941002951,86.52631578947367
63.6283185840708,85.12280701754386,70.48672566371681,94.38596491228068
63.18584070796461,86.24561403508771,71.3716814159292,109.5438596491228
61.415929203539825,79.50877192982455,72.40412979351032,119.64912280701753
61.415929203539825,76.98245614035088,73.36283185840708,118.24561403508771
62.59587020648968,79.78947368421052,,
63.407079646017706,80.63157894736841,,
63.48082595870207,79.50877192982455,,
63.849557522123895,80.07017543859648,,
64.51327433628319,81.75438596491227,,
63.923303834808266,76.14035087719299,,
65.10324483775811,76.42105263157895,,
65.54572271386431,72.7719298245614,,
66.4306784660767,75.57894736842104,,
66.13569321533924,71.9298245614035,,
65.7669616519174,68.28070175438594,,
65.7669616519174,66.3157894736842,,
66.8731563421829,66.3157894736842,,
65.39823008849558,64.07017543859648,,
67.16814159292036,63.22807017543859,,
67.75811209439529,62.66666666666666,,
68.42182890855457,59.57894736842104,,
63.407079646017706,59.29824561403508,,
63.407079646017706,52.842105263157876,,
64.80825958702064,53.68421052631578,,
64.80825958702064,52.28070175438596,,
65.7669616519174,48.07017543859649,,
67.53687315634218,51.71929824561403,,
70.56047197640117,48.63157894736841,,
67.02064896755164,42.73684210526315,,
69.38053097345133,41.61403508771929,,
69.38053097345133,42.45614035087719,,
67.46312684365782,35.999999999999986,,
71.3716814159292,34.596491228070164,,
73.43657817109144,34.596491228070164,,
68.5693215339233,27.57894736842104,,
70.19174041297936,29.54385964912278,,
70.48672566371681,29.824561403508753,,
72.40412979351032,24.771929824561397,,
73.06784660766962,25.614035087719287,,
73.36283185840708,18.596491228070178,,
73.43657817109144,17.754385964912274,,
75.20648967551622,17.754385964912274,,
73.36283185840708,12.982456140350862,,
74.3952802359882,12.982456140350862,,
75.42772861356933,12.70175438596489,,
76.46017699115045,8.771929824561397,,
